id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,start_date,notes_type,notes_headline,type_id,type_abbreviation,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_is_active,home_score,home_winner,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_logo,away_score,away_winner,game_id,season,season_type,home_color,home_alternate_color,home_logo,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,status_type_alt_detail,PBP,team_box,player_box,game_date_time,game_date
280617002,s:40~l:46~e:280617002~c:280617002,2008-06-18T01:00Z,18624,TRUE,FALSE,FALSE,FALSE,2008-06-18T01:00Z,event,NBA FINALS - GAME 6,17,FINAL,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,TRUE,131,TRUE,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,542582,552582,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,92,FALSE,280617002,2008,3,006532,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,1824,TD Garden,Boston,MA,19156,TRUE,"",TRUE,TRUE,TRUE,2008-06-18T01:00:00Z,2008-06-17
280615013,s:40~l:46~e:280615013~c:280615013,2008-06-15T22:00Z,18997,TRUE,FALSE,FALSE,FALSE,2008-06-15T22:00Z,event,NBA FINALS - GAME 5,17,FINAL,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,TRUE,103,TRUE,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,98,FALSE,280615013,2008,3,542582,552582,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,"",TRUE,TRUE,TRUE,2008-06-15T22:00:00Z,2008-06-15
280612013,s:40~l:46~e:280612013~c:280612013,2008-06-12T22:00Z,18997,TRUE,FALSE,FALSE,FALSE,2008-06-12T22:00Z,event,NBA FINALS - GAME 4,17,FINAL,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,TRUE,91,FALSE,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,97,TRUE,280612013,2008,3,542582,552582,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,"",TRUE,TRUE,TRUE,2008-06-12T22:00:00Z,2008-06-12
280610013,s:40~l:46~e:280610013~c:280610013,2008-06-10T22:00Z,18997,TRUE,FALSE,FALSE,FALSE,2008-06-10T22:00Z,event,NBA FINALS - GAME 3,17,FINAL,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,TRUE,87,TRUE,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,81,FALSE,280610013,2008,3,542582,552582,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,"",TRUE,TRUE,TRUE,2008-06-10T22:00:00Z,2008-06-10
280608002,s:40~l:46~e:280608002~c:280608002,2008-06-09T01:00Z,18624,TRUE,FALSE,FALSE,FALSE,2008-06-09T01:00Z,event,NBA FINALS - GAME 2,17,FINAL,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,TRUE,108,TRUE,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,542582,552582,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,102,FALSE,280608002,2008,3,006532,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,1824,TD Garden,Boston,MA,19156,TRUE,"",TRUE,TRUE,TRUE,2008-06-09T01:00:00Z,2008-06-08
280605002,s:40~l:46~e:280605002~c:280605002,2008-06-06T01:00Z,18624,TRUE,FALSE,FALSE,FALSE,2008-06-06T01:00Z,event,NBA FINALS - GAME 1,17,FINAL,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,TRUE,98,TRUE,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,542582,552582,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,88,FALSE,280605002,2008,3,006532,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,1824,TD Garden,Boston,MA,19156,TRUE,"",TRUE,TRUE,TRUE,2008-06-06T01:00:00Z,2008-06-05
280530008,s:40~l:46~e:280530008~c:280530008,2008-05-31T00:30Z,22076,TRUE,FALSE,FALSE,FALSE,2008-05-31T00:30Z,event,EASTERN CONFERENCE FINALS - GAME 6,16,SEMI,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,TRUE,81,FALSE,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,89,TRUE,280530008,2008,3,FA002C,006bb6,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,"",TRUE,TRUE,TRUE,2008-05-31T00:30:00Z,2008-05-30
280529013,s:40~l:46~e:280529013~c:280529013,2008-05-29T22:00Z,18997,TRUE,FALSE,FALSE,FALSE,2008-05-29T22:00Z,event,WESTERN CONFERENCE FINALS - GAME 5,16,SEMI,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,TRUE,100,TRUE,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,061922,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,92,FALSE,280529013,2008,3,542582,552582,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,"",TRUE,TRUE,TRUE,2008-05-29T22:00:00Z,2008-05-29
280528002,s:40~l:46~e:280528002~c:280528002,2008-05-29T00:30Z,18624,TRUE,FALSE,FALSE,FALSE,2008-05-29T00:30Z,event,EASTERN CONFERENCE FINALS - GAME 5,16,SEMI,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,TRUE,106,TRUE,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,102,FALSE,280528002,2008,3,006532,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,1824,TD Garden,Boston,MA,19156,TRUE,"",TRUE,TRUE,TRUE,2008-05-29T00:30:00Z,2008-05-28
280527024,s:40~l:46~e:280527024~c:280527024,2008-05-28T00:00Z,18797,TRUE,FALSE,FALSE,FALSE,2008-05-28T00:00Z,event,WESTERN CONFERENCE FINALS - GAME 4,16,SEMI,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,TRUE,91,FALSE,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,542582,552582,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,93,TRUE,280527024,2008,3,000000,061922,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,780,AT&T Center,San Antonio,TX,18354,FALSE,"",TRUE,TRUE,TRUE,2008-05-28T00:00:00Z,2008-05-27
280526008,s:40~l:46~e:280526008~c:280526008,2008-05-27T00:30Z,22076,TRUE,FALSE,FALSE,FALSE,2008-05-27T00:30Z,event,EASTERN CONFERENCE FINALS - GAME 4,16,SEMI,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,TRUE,94,TRUE,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,75,FALSE,280526008,2008,3,FA002C,006bb6,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,"",TRUE,TRUE,TRUE,2008-05-27T00:30:00Z,2008-05-26
280525024,s:40~l:46~e:280525024~c:280525024,2008-05-25T23:30Z,18797,TRUE,FALSE,FALSE,FALSE,2008-05-25T23:30Z,event,WESTERN CONFERENCE FINALS - GAME 3,16,SEMI,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,TRUE,103,TRUE,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,542582,552582,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,84,FALSE,280525024,2008,3,000000,061922,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,780,AT&T Center,San Antonio,TX,18354,FALSE,"",TRUE,TRUE,TRUE,2008-05-25T23:30:00Z,2008-05-25
280524008,s:40~l:46~e:280524008~c:280524008,2008-05-25T00:30Z,22076,TRUE,FALSE,FALSE,FALSE,2008-05-25T00:30Z,event,EASTERN CONFERENCE FINALS - GAME 3,16,SEMI,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,TRUE,80,FALSE,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,94,TRUE,280524008,2008,3,FA002C,006bb6,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,"",TRUE,TRUE,TRUE,2008-05-25T00:30:00Z,2008-05-24
280523013,s:40~l:46~e:280523013~c:280523013,2008-05-23T22:00Z,18997,TRUE,FALSE,FALSE,FALSE,2008-05-23T22:00Z,event,WESTERN CONFERENCE FINALS - GAME 2,16,SEMI,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,TRUE,101,TRUE,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,061922,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,71,FALSE,280523013,2008,3,542582,552582,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,"",TRUE,TRUE,TRUE,2008-05-23T22:00:00Z,2008-05-23
280522002,s:40~l:46~e:280522002~c:280522002,2008-05-23T00:30Z,18624,TRUE,FALSE,FALSE,FALSE,2008-05-23T00:30Z,event,EASTERN CONFERENCE FINALS - GAME 2,16,SEMI,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,TRUE,97,FALSE,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,103,TRUE,280522002,2008,3,006532,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,1824,TD Garden,Boston,MA,19156,TRUE,"",TRUE,TRUE,TRUE,2008-05-23T00:30:00Z,2008-05-22
280521013,s:40~l:46~e:280521013~c:280521013,2008-05-21T22:00Z,18997,TRUE,FALSE,FALSE,FALSE,2008-05-21T22:00Z,event,WESTERN CONFERENCE FINALS - GAME 1,16,SEMI,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,TRUE,89,TRUE,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,061922,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,85,FALSE,280521013,2008,3,542582,552582,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,"",TRUE,TRUE,TRUE,2008-05-21T22:00:00Z,2008-05-21
280520002,s:40~l:46~e:280520002~c:280520002,2008-05-21T00:30Z,18624,TRUE,FALSE,FALSE,FALSE,2008-05-21T00:30Z,event,EASTERN CONFERENCE FINALS - GAME 1,16,SEMI,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,TRUE,88,TRUE,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,79,FALSE,280520002,2008,3,006532,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,1824,TD Garden,Boston,MA,19156,TRUE,"",TRUE,TRUE,TRUE,2008-05-21T00:30:00Z,2008-05-20
280519003,s:40~l:46~e:280519003~c:280519003,2008-05-19T23:30Z,18235,TRUE,FALSE,FALSE,FALSE,2008-05-19T23:30Z,event,WESTERN CONFERENCE SEMIFINALS - GAME 7,15,QTR,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,3,s:40~l:46~t:3,New Orleans,Hornets,NO,New Orleans Hornets,Hornets,FALSE,82,FALSE,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,061922,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,91,TRUE,280519003,2008,3,0093B1,b4975a,"",985,Smoothie King Center,New Orleans,LA,16867,TRUE,"",TRUE,TRUE,TRUE,2008-05-19T23:30:00Z,2008-05-19
280518002,s:40~l:46~e:280518002~c:280518002,2008-05-18T19:30Z,18624,TRUE,FALSE,FALSE,FALSE,2008-05-18T19:30Z,event,EASTERN CONFERENCE SEMIFINALS - GAME 7,15,QTR,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,TRUE,97,TRUE,5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,061642,fdbb30,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,92,FALSE,280518002,2008,3,006532,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,1824,TD Garden,Boston,MA,19156,TRUE,"",TRUE,TRUE,TRUE,2008-05-18T19:30:00Z,2008-05-18
280516026,s:40~l:46~e:280516026~c:280516026,2008-05-17T00:30Z,19911,TRUE,FALSE,FALSE,FALSE,2008-05-17T00:30Z,event,WESTERN CONFERENCE SEMIFINALS - GAME 6,15,QTR,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,26,s:40~l:46~t:26,Utah,Jazz,UTAH,Utah Jazz,Jazz,TRUE,105,FALSE,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,542582,552582,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,108,TRUE,280516026,2008,3,06143F,f9a01b,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png,3093,Vivint Arena,Salt Lake City,UT,18306,TRUE,"",TRUE,TRUE,TRUE,2008-05-17T00:30:00Z,2008-05-16
280516005,s:40~l:46~e:280516005~c:280516005,2008-05-17T00:00Z,20562,TRUE,FALSE,FALSE,FALSE,2008-05-17T00:00Z,event,EASTERN CONFERENCE SEMIFINALS - GAME 6,15,QTR,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,TRUE,74,TRUE,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,69,FALSE,280516005,2008,3,061642,fdbb30,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,3417,Rocket Mortgage FieldHouse,Cleveland,OH,19432,TRUE,"",TRUE,TRUE,TRUE,2008-05-17T00:00:00Z,2008-05-16
280515024,s:40~l:46~e:280515024~c:280515024,2008-05-16T00:00Z,18797,TRUE,FALSE,FALSE,FALSE,2008-05-16T00:00Z,event,WESTERN CONFERENCE SEMIFINALS - GAME 6,15,QTR,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,TRUE,99,TRUE,3,s:40~l:46~t:3,New Orleans,Hornets,NO,New Orleans Hornets,Hornets,0093B1,b4975a,FALSE,"",80,FALSE,280515024,2008,3,000000,061922,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,780,AT&T Center,San Antonio,TX,18354,FALSE,"",TRUE,TRUE,TRUE,2008-05-16T00:00:00Z,2008-05-15
280514002,s:40~l:46~e:280514002~c:280514002,2008-05-15T00:00Z,18624,TRUE,FALSE,FALSE,FALSE,2008-05-15T00:00Z,event,EASTERN CONFERENCE SEMIFINALS - GAME 5,15,QTR,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,TRUE,96,TRUE,5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,061642,fdbb30,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,89,FALSE,280514002,2008,3,006532,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,1824,TD Garden,Boston,MA,19156,TRUE,"",TRUE,TRUE,TRUE,2008-05-15T00:00:00Z,2008-05-14
280514013,s:40~l:46~e:280514013~c:280514013,2008-05-14T23:30Z,18997,TRUE,FALSE,FALSE,FALSE,2008-05-14T23:30Z,event,WESTERN CONFERENCE SEMIFINALS - GAME 5,15,QTR,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,TRUE,111,TRUE,26,s:40~l:46~t:26,Utah,Jazz,UTAH,Utah Jazz,Jazz,06143F,f9a01b,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png,104,FALSE,280514013,2008,3,542582,552582,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,1841,crypto.com Arena,Los Angeles,CA,19068,TRUE,"",TRUE,TRUE,TRUE,2008-05-14T23:30:00Z,2008-05-14
280513003,s:40~l:46~e:280513003~c:280513003,2008-05-14T00:30Z,18246,TRUE,FALSE,FALSE,FALSE,2008-05-14T00:30Z,event,WESTERN CONFERENCE SEMIFINALS - GAME 5,15,QTR,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,3,s:40~l:46~t:3,New Orleans,Hornets,NO,New Orleans Hornets,Hornets,FALSE,101,TRUE,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,000000,061922,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,79,FALSE,280513003,2008,3,0093B1,b4975a,"",985,Smoothie King Center,New Orleans,LA,16867,TRUE,"",TRUE,TRUE,TRUE,2008-05-14T00:30:00Z,2008-05-13
280513008,s:40~l:46~e:280513008~c:280513008,2008-05-13T23:00Z,22076,TRUE,FALSE,FALSE,FALSE,2008-05-13T23:00Z,event,EASTERN CONFERENCE SEMIFINALS - GAME 5,15,QTR,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,TRUE,91,TRUE,19,s:40~l:46~t:19,Orlando,Magic,ORL,Orlando Magic,Magic,0860A8,c4ced3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png,86,FALSE,280513008,2008,3,FA002C,006bb6,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,3419,The Palace of Auburn Hills,Detroit,MI,22076,FALSE,"",TRUE,TRUE,TRUE,2008-05-13T23:00:00Z,2008-05-13
280512005,s:40~l:46~e:280512005~c:280512005,2008-05-13T00:00Z,20562,TRUE,FALSE,FALSE,FALSE,2008-05-13T00:00Z,event,EASTERN CONFERENCE SEMIFINALS - GAME 4,15,QTR,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,TRUE,88,TRUE,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,77,FALSE,280512005,2008,3,061642,fdbb30,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,3417,Rocket Mortgage FieldHouse,Cleveland,OH,19432,TRUE,"",TRUE,TRUE,TRUE,2008-05-13T00:00:00Z,2008-05-12
280511024,s:40~l:46~e:280511024~c:280511024,2008-05-11T23:00Z,18797,TRUE,FALSE,FALSE,FALSE,2008-05-11T23:00Z,event,WESTERN CONFERENCE SEMIFINALS - GAME 4,15,QTR,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,TRUE,100,TRUE,3,s:40~l:46~t:3,New Orleans,Hornets,NO,New Orleans Hornets,Hornets,0093B1,b4975a,FALSE,"",80,FALSE,280511024,2008,3,000000,061922,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,780,AT&T Center,San Antonio,TX,18354,FALSE,"",TRUE,TRUE,TRUE,2008-05-11T23:00:00Z,2008-05-11
280511026,s:40~l:46~e:280511026~c:280511026,2008-05-11T17:30Z,19911,TRUE,FALSE,FALSE,FALSE,2008-05-11T17:30Z,event,WESTERN CONFERENCE SEMIFINALS - GAME 4,15,QTR,0,0.0,5,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,4,26,s:40~l:46~t:26,Utah,Jazz,UTAH,Utah Jazz,Jazz,TRUE,123,TRUE,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,542582,552582,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,115,FALSE,280511026,2008,3,06143F,f9a01b,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png,3093,Vivint Arena,Salt Lake City,UT,18306,TRUE,OT,TRUE,TRUE,TRUE,2008-05-11T17:30:00Z,2008-05-11
280510005,s:40~l:46~e:280510005~c:280510005,2008-05-11T00:00Z,20562,TRUE,FALSE,FALSE,FALSE,2008-05-11T00:00Z,event,EASTERN CONFERENCE SEMIFINALS - GAME 3,15,QTR,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:46~t:5,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,TRUE,108,TRUE,2,s:40~l:46~t:2,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/bos.png,84,FALSE,280510005,2008,3,061642,fdbb30,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/cle.png,3417,Rocket Mortgage FieldHouse,Cleveland,OH,19432,TRUE,"",TRUE,TRUE,TRUE,2008-05-11T00:00:00Z,2008-05-10
280510019,s:40~l:46~e:280510019~c:280510019,2008-05-10T21:00Z,17519,TRUE,FALSE,FALSE,FALSE,2008-05-10T21:00Z,event,EASTERN CONFERENCE SEMIFINALS - GAME 4,15,QTR,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:46~t:19,Orlando,Magic,ORL,Orlando Magic,Magic,TRUE,89,FALSE,8,s:40~l:46~t:8,Detroit,Pistons,DET,Detroit Pistons,Pistons,FA002C,006bb6,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/det.png,90,TRUE,280510019,2008,3,0860A8,c4ced3,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/orl.png,4042,Amway Arena,Orlando,FL,17461,FALSE,"",TRUE,TRUE,TRUE,2008-05-10T21:00:00Z,2008-05-10
280509026,s:40~l:46~e:280509026~c:280509026,2008-05-09T23:00Z,19911,TRUE,FALSE,FALSE,FALSE,2008-05-09T23:00Z,event,WESTERN CONFERENCE SEMIFINALS - GAME 3,15,QTR,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,26,s:40~l:46~t:26,Utah,Jazz,UTAH,Utah Jazz,Jazz,TRUE,104,TRUE,13,s:40~l:46~t:13,Los Angeles,Lakers,LAL,Los Angeles Lakers,Lakers,542582,552582,TRUE,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/lal.png,99,FALSE,280509026,2008,3,06143F,f9a01b,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/utah.png,3093,Vivint Arena,Salt Lake City,UT,18306,TRUE,"",TRUE,TRUE,TRUE,2008-05-09T23:00:00Z,2008-05-09
280508024,s:40~l:46~e:280508024~c:280508024,2008-05-09T00:30Z,18797,TRUE,FALSE,FALSE,FALSE,2008-05-09T00:30Z,event,WESTERN CONFERENCE SEMIFINALS - GAME 3,15,QTR,0,0.0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,24,s:40~l:46~t:24,San Antonio,Spurs,SA,San Antonio Spurs,Spurs,TRUE,110,TRUE,3,s:40~l:46~t:3,New Orleans,Hornets,NO,New Orleans Hornets,Hornets,0093B1,b4975a,FALSE,"",99,FALSE,280508024,2008,3,000000,061922,https://a.espncdn.com/i/teamlogos/nba/500/scoreboard/sa.png,780,AT&T Center,San Antonio,TX,18354,FALSE,"",TRUE,TRUE,TRUE,2008-05-09T00:30:00Z,2008-05-08
